company_id,name,reason_bucket,reason,priority_tier,priority_score,industry,signal_count,signal_types
2258,Key Takeaways,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,1,news
2259,Just Walk Out,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,4,news
2284,Medical Technology Stock,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,news
2286,Convergence Governance,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2288,Healthcare Facility Management,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,news
2289,Inside CES,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,strategic_hire
2293,Jackson Hospital - WAKA Action 8 News,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
2322,US Deals,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,news
2331,Les Roches,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,automation_interest
2332,Donatos Pizza,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,3,news
2334,Chipotle Sweetgreen,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,5,"automation_interest,expansion,strategic_hire"
2337,Meta's Eliyan,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,ma_activity
2338,Side Hustle,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,news
2344,Distribution Where,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,3,expansion
2345,Morris & Dickson,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,ma_activity
2354,Smarter Technologies,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Media & Publishing,3,expansion
2359,Hyundai Bets Big,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,strategic_hire
2364,Canadian Supplier,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,3,"automation_interest,strategic_hire"
2365,US Foods,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,expansion
2369,Save A Lot,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,news
2370,Distribution Centers - Supply Chain Brain,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,expansion
2374,Samsung Electronics,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,news
2377,Schaeffler,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,expansion
2382,Dancing robots bring support,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,strategic_hire
2383,Uber Nissan,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
2384,MoCo Department of Transportation scraps,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,3,expansion
2389,Interact Analysis,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,strategic_hire
2392,Trader Joe,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,3,news
2420,Fueling Amazon,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,strategic_hire
2428,Meiko Group,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,strategic_hire
2434,Conveyor Controls,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,strategic_hire
2436,British AI startup Magentic,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
2453,Defining Manufacturing,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,3,news
2461,Durable Demand Tight Margins Higher,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,news
2468,Strategic Role,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,2,expansion
2469,Netherlands Robotics Industrial,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,automation_interest
2471,SoftBank Robotics America Gausium,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,automation_interest
2472,Challenges Shaping,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
2474,Everyday Life,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,3,"automation_interest,expansion"
2475,Perry Ellis,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
2477,Insight Series AI,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,funding_round
2481,Ex-Wall Street Trader Charles Kovin,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,strategic_hire
2485,India Forklift,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
2488,National Caregiver Shortages Electronic Caregiver,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,"expansion,news"
2490,Nationwide Caregiver Shortage Felt By,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2495,Cisco Compute Solutions,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
2509,Halifax Airport,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,2,automation_interest
2513,Grubhub Wonder,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,automation_interest
2514,Growth Driven,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,4,strategic_hire
2515,Generative AI,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Real Estate & Facilities,1,news
2516,Fuji Electric Co,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2517,Wire Ducts,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,automation_interest
2531,Top Computer Vision Stocks,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,automation_interest
2532,KPI Solutions,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,3,automation_interest
2537,Magnetic Stirrers,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,automation_interest
2538,SLAS - Genetic Engineering and Biotechnology News,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,strategic_hire
2542,Exclusive As India,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,news
2544,Corporate Job Areas,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,expansion
2545,Southern Glazer,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,news
2546,Cubs Job Opportunities Chicago Cubs,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2549,Soccer World Cup,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
2550,Hartsfield-Jackson Atlanta Airport Claims,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,expansion
2551,Jackson Hospital - WAKA 8,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
2555,Texas Health Catalyst Roundup,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,5,news
2557,Nunda Rural,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,expansion
2562,Data Centre Events,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,news
2566,Quick-Service Restaurants,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,automation_interest
2567,Help Pizza Franchises Stay Competitive,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,strategic_hire
2569,World Unit-Dose Medication Cassettes,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,expansion
2572,Global Processing,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2573,Structured Light Sensors,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
2578,Ecovacs' Grand Debut,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,4,automation_interest
2579,Major Robot Vacuum Cleaner Brands,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,automation_interest
2581,Machine Safety,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2587,Introducing Titan Amazon,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
2589,Global Robotics Leaders Take Physical,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,strategic_hire
2591,Honeywell spin-off,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,automation_interest
2593,Reach Nearly US,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
2594,Ex-Datadog Leader,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2595,One Protocol Every Data Center,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,2,news
2596,Marvell Q2 FY,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
2597,Biggest Barrier,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,4,news
2598,Ferrara Manufacturing,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
2601,Products We Want,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,news
2610,TRM Labs Reaches,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,funding_round
2616,Hard AI Why CES,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,3,automation_interest
2617,Primech AI Enters Japanese,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,automation_interest
2618,Legislature Your Right,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2619,Human Advantage,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,automation_interest
2623,Trent DMart,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,news
2624,Europe Third Party Logistics,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,expansion
2626,TRAVEL OF,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2628,Industrial Humanoid,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,expansion
2629,Free Humans,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,automation_interest
2632,Makalot Industrial Co,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Apparel & Textiles,2,"expansion,news"
2633,Vision China,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Apparel & Textiles,2,news
2640,CarParts,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2641,News Flexport,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Real Estate & Facilities,2,expansion
2642,Deep Current,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,4,"automation_interest,strategic_hire"
2643,Of Logistics Leaders,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,4,"automation_interest,strategic_hire"
2649,Investors Bet Big,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,expansion
2650,Empyrean Sky,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
2653,SME Adoption,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,automation_interest
2659,Inspection Machines,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,expansion
2661,Programmable Network,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2662,Data Center Substation,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,2,news
2664,Power Competition - NDU Press,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2671,Global Health Care,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
2672,Healthcare Cybersecurity,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
2674,Entry Continental,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
2675,Integrating AI,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
2679,Flex Deepens AMD Ties As,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
2682,Restaurants Weigh,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,2,automation_interest
2683,Nomagic,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,1,funding_round
2686,LG Bets,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,2,expansion
2687,Travis Kalanick,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,automation_interest
2692,Top Logistics Software Development Companies,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,news
2694,Newmont,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
2695,Help You Save Money - Bankrate,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2702,Financial Benefits,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
2704,Dubai Airports Welcomes Robot Cleaners,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,expansion
2705,Singapore Champions Robotics Adoption And,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,automation_interest
2706,Spotify CEO Daniel Ek,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Automotive & Manufacturing,1,expansion
2707,PRODUCT NEWS Meet,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
2709,Posco Group,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,expansion
2710,US Persona AI,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,expansion
2712,Fun Business Ideas,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2713,News Six Flags Ups Ante,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Theme Parks & Entertainment,1,funding_round
2714,KAYTUS Enhances KSManage,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
2715,Sivers Semiconductors O-Net,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,strategic_hire
2717,Beyond Lights-Out Future Data Centers,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,1,news
2718,Six Flags Over Georgia,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Theme Parks & Entertainment,1,news
2731,Industrializing CAR-T,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,funding_round
2734,Best-Performing Health Care Stocks,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,4,news
2738,Trade Times,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,"automation_interest,strategic_hire"
2742,Humanoid startup Apptronik,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Media & Publishing,1,news
2743,Luxury Briefing Inside Hugo Boss,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2750,Royal Columbian Hospital - Fraser Health,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,news
2751,Refrigerated Warehousing,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,3,"automation_interest,news"
2754,Lineage NASDAQ LINE,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,strategic_hire
2758,Swedish sports retailer Stadium,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,automation_interest
2778,Prescription Vials,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
2779,Zebra Fetches Robotics Firm,buyer_opportunity_gate,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Retail,1,automation_interest
2781,Technology Trials,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,4,news
2782,Logistics Companies Planning Major Digital,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,2,"expansion,funding_round"
2788,Turret Trucks,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,expansion
2790,Next Big Thing,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,3,expansion
2792,Brother,buyer_opportunity_gate,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Apparel & Textiles,7,ma_activity
